Index	CID_stereo	InChIKey	SMILES
198	3342	RDJGLLICXDHJDY-UHFFFAOYSA-N	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
199	3345	PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
200	3348	RWTNPBWLLIMQHL-UHFFFAOYSA-N	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
201	3354	SPIUTQOUKAMGCX-UHFFFAOYSA-N	CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
202	3355	DJBNUMBKLMJRSA-UHFFFAOYSA-O	C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
203	3364	UIOFUWFRIANQPC-UHFFFAOYSA-N	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
204	3365	RFHAOTPXVQNOHP-UHFFFAOYSA-N	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
205	3366	XRECTZIEBJDKEO-UHFFFAOYSA-N	C1=NC(=O)NC(=C1F)N
206	3372	PLDUPXSUYLZYBN-UHFFFAOYSA-N	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
207	3373	OFBIFZUFASYYRE-UHFFFAOYSA-N	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
208	3380	PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
209	3385	GHASVSINZRGABV-UHFFFAOYSA-N	C1=C(C(=O)NC(=O)N1)F
210	3386	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
211	3388	VIQCGTZFEYDQMR-UHFFFAOYSA-N	CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
212	3393	SAADBVWGJQAEFS-UHFFFAOYSA-N	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
213	3394	SYTBZMRGLBWNTM-UHFFFAOYSA-N	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
214	3397	MKXKFYHWDHIYRV-UHFFFAOYSA-N	CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
215	3406	RIKMMFOAQPJVMX-UHFFFAOYSA-N	CC1=CNN=C1
216	3410	BPZSYCZIITTYBL-UHFFFAOYSA-N	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
217	3414	ZJAOAACCNHFJAH-UHFFFAOYSA-K	C(=O)([O-])P(=O)([O-])[O-]
218	3440	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
219	3446	UGJMXCAKCUNAIE-UHFFFAOYSA-N	C1CCC(CC1)(CC(=O)O)CN
220	3454	IRSCQMHQWWYFCW-UHFFFAOYSA-N	C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
221	3463	HEMJJKBWTPKOJG-UHFFFAOYSA-N	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
222	3467	CEAZRRDELHUEMR-UHFFFAOYSA-N	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
223	3475	BOVGTQGAOIONJV-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
224	3476	WIGIZIANZCJQQY-UHFFFAOYSA-N	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
225	3478	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
226	3488	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
227	3494	ANGKOCUUWGHLCE-UHFFFAOYSA-N	C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
228	3510	MFWNKCLOYSRHCJ-UHFFFAOYSA-N	CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
229	3516	HSRJKNPTNIJEKV-UHFFFAOYSA-N	COC1=CC=CC=C1OCC(CO)O
230	3517	WDZVGELJXXEGPV-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
231	3519	INJOMKTZOLKMBF-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
232	3520	ZRALSGWEFCBTJO-UHFFFAOYSA-N	C(=N)(N)N
233	3559	LNEPOXFFQSENCJ-UHFFFAOYSA-N	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
234	3598	ACGUYXCXAPNIKK-UHFFFAOYSA-N	C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
235	3623	ZTVIKZXZYLEVOL-UHFFFAOYSA-N	CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
236	3637	RPTUSVTUFVMDQK-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=NN=C2NN
237	3639	JZUFKLXOESDKRF-UHFFFAOYSA-N	C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
238	3647	DMDGGSIALPNSEE-UHFFFAOYSA-N	C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
239	3652	XXSMGPRMXLTPCZ-UHFFFAOYSA-N	CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
240	3657	VSNHCAURESNICA-UHFFFAOYSA-N	C(=O)(N)NO
241	3658	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
242	3661	RKUNBYITZUJHSG-UHFFFAOYSA-N	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
243	3672	HEFNNWSXXWATRW-UHFFFAOYSA-N	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
244	3675	RMUCZJUITONUFY-UHFFFAOYSA-N	C1=CC=C(C=C1)CCNN
245	3676	NNJVILVZKWQKPM-UHFFFAOYSA-N	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
246	3690	HOMGKSMUEGBAAB-UHFFFAOYSA-N	C1CN(P(=O)(OC1)NCCCl)CCCl
247	3696	BCGWQEUPMDMJNV-UHFFFAOYSA-N	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
248	3702	NDDAHWYSQHTHNT-UHFFFAOYSA-N	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
249	3715	CGIGDMFJXJATDK-UHFFFAOYSA-N	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
250	3724	NBQNWMBBSKPBAY-UHFFFAOYSA-N	CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
251	3730	NTHXOOBQLCIOLC-UHFFFAOYSA-N	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
252	3736	DGAIEPBNLOQYER-UHFFFAOYSA-N	CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
253	3737	UXIGWFXRQKWHHA-UHFFFAOYSA-N	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
254	3738	XUHXFSYUBXNTHU-UHFFFAOYSA-N	CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I
255	3739	FFINMCNLQNTKLU-UHFFFAOYSA-N	C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
256	3741	AMDBBAQNWSUWGN-UHFFFAOYSA-N	C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
257	3742	TYYBFXNZMFNZJT-UHFFFAOYSA-N	CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
258	3743	UUMLTINZBQPNGF-UHFFFAOYSA-N	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
259	3746	OEXHQOGQTVQTAT-UHFFFAOYSA-N	CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
260	3749	YOSHYTLCDANDAN-UHFFFAOYSA-N	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
261	3759	XKFPYPQQHFEXRZ-UHFFFAOYSA-N	CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
262	3763	PIWKPBJCKXDKJR-UHFFFAOYSA-N	C(C(F)(F)F)(OC(F)F)Cl
263	3767	QRXWMOHMRWLFEY-UHFFFAOYSA-N	C1=CN=CC=C1C(=O)NN
264	3779	JWZZKOKVBUJMES-UHFFFAOYSA-N	CC(C)NCC(C1=CC(=C(C=C1)O)O)O
265	3783	BMUKKTUHUDJSNZ-UHFFFAOYSA-N	CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
266	3784	HMJIYCCIJYRONP-UHFFFAOYSA-N	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
267	3821	YQEZLKZALYSWHR-UHFFFAOYSA-N	CNC1(CCCCC1=O)C2=CC=CC=C2Cl
268	3825	DKYWVDODHFEZIM-UHFFFAOYSA-N	CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
269	3826	OZWKMVRBQXNZKK-UHFFFAOYSA-N	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
270	3827	ZCVMWBYGMWKGHF-UHFFFAOYSA-N	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
271	3830	QANMHLXAZMSUEX-UHFFFAOYSA-N	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
272	3848	VOXXWSYKYCBWHO-UHFFFAOYSA-N	C1=CC=C(C=C1)CC(C(=O)O)O
273	3869	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
274	3878	PYZRQGJRPPTADH-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
275	3883	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
276	3899	VHOGYURTWQBHIL-UHFFFAOYSA-N	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
277	3902	HPJKCIUCZWXJDR-UHFFFAOYSA-N	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
278	3939	WMFOQBRAJBCJND-UHFFFAOYSA-M	[Li+].[OH-]
279	3948	ZEKZLJVOYLTDKK-UHFFFAOYSA-N	CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
280	3950	GQYIWUVLTXOXAJ-UHFFFAOYSA-N	C1CCC(CC1)NC(=O)N(CCCl)N=O
281	3954	RDOIQAHITMMDAJ-UHFFFAOYSA-O	CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
282	3957	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
283	3958	DIWRORZWFLOCLC-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
284	3961	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
285	3964	XJGVXQDUIWGIRW-UHFFFAOYSA-N	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
286	3998	TYMRLRRVMHJFTF-UHFFFAOYSA-N	C1=CC(=CC=C1CN)S(=O)(=O)N
287	4004	JXSJBGJIGXNWCI-UHFFFAOYSA-N	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
288	4011	QSLMDECMDJKHMQ-UHFFFAOYSA-N	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
289	4030	OPXLLQIJSORQAM-UHFFFAOYSA-N	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
290	4031	VYVKHNNGDFVQGA-UHFFFAOYSA-N	CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
291	4032	IMYZQPCYWPFTAG-UHFFFAOYSA-N	CC1(C2CCC(C2)C1(C)NC)C
292	4033	HAWPXGHAZFHHAD-UHFFFAOYSA-N	CN(CCCl)CCCl
293	4034	OCJYIGYOJCODJL-UHFFFAOYSA-N	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
294	4036	SBDNJUWAMKYJOX-UHFFFAOYSA-M	CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl
295	4044	HYYBABOKPJLUIN-UHFFFAOYSA-N	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
296	4051	PTCPMRKGGUPNDO-UHFFFAOYSA-M	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+]
297	4054	BUGYDGFZZOZRHP-UHFFFAOYSA-N	CC12CC3CC(C1)(CC(C3)(C2)N)C
298	4057	GKNPSSNBBWDAGH-UHFFFAOYSA-N	C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
299	4058	XADCESSVHJOZHK-UHFFFAOYSA-N	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
300	4060	GMHKMTDVRCWUDX-UHFFFAOYSA-N	CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
301	4062	INWLQCZOYSRPNW-UHFFFAOYSA-N	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C
302	4064	NPPQSCRMBWNHMW-UHFFFAOYSA-N	CCCC(C)(COC(=O)N)COC(=O)N
303	4075	KBOPZPXVLCULAV-UHFFFAOYSA-N	C1=CC(=C(C=C1N)C(=O)O)O
304	4086	LMOINURANNBYCM-UHFFFAOYSA-N	CC(C)NCC(C1=CC(=CC(=C1)O)O)O
305	4091	XZWYZXLIPXDOLR-UHFFFAOYSA-N	CN(C)C(=N)N=C(N)N
306	4095	USSIQXCVUWKGNF-UHFFFAOYSA-N	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
307	4100	FLOSMHQXBMRNHR-UHFFFAOYSA-N	CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
308	4101	VKYKSIONXSXAKP-UHFFFAOYSA-N	C1N2CN3CN1CN(C2)C3
309	4107	GNXFOGHNGIVQEH-UHFFFAOYSA-N	COC1=CC=CC=C1OCC(COC(=O)N)O
310	4114	QXKHYNVANLEOEG-UHFFFAOYSA-N	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
311	4120	LZCOQTDXKCNBEE-UHFFFAOYSA-N	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
312	4121	CESYKOGBSMNBPD-UHFFFAOYSA-N	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
313	4139	RBTBFTRPCNLSDE-UHFFFAOYSA-N	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
314	4158	DUGOZIWVEXMGBE-UHFFFAOYSA-N	COC(=O)C(C1CCCCN1)C2=CC=CC=C2
315	4168	TTWJBBZEZQICBI-UHFFFAOYSA-N	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
316	4170	AQCHWTWZEMGIFD-UHFFFAOYSA-N	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
317	4171	IUBSYMUCCVWXPE-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
318	4173	VAOCPAMSLUNLGC-UHFFFAOYSA-N	CC1=NC=C(N1CCO)[N+](=O)[O-]
319	4174	FJLBFSROUSIWMA-UHFFFAOYSA-N	CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
320	4178	VLPIATFUUWWMKC-UHFFFAOYSA-N	CC1=C(C(=CC=C1)C)OCC(C)N
321	4184	UEQUQVLFIPOEMF-UHFFFAOYSA-N	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
322	4189	BYBLEWFAAKGYCD-UHFFFAOYSA-N	C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
323	4192	DDLIGBOFAVUZHB-UHFFFAOYSA-N	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
324	4195	PTKSEFOSCHHMPD-UHFFFAOYSA-N	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
325	4197	PZRHRDRVRGEVNW-UHFFFAOYSA-N	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
326	4201	ZIMGGGWCDYVHOY-UHFFFAOYSA-N	C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
327	4205	RONZAEMNMFQXRA-UHFFFAOYSA-N	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
328	4211	JWBOIMRXGHLCPP-UHFFFAOYSA-N	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
329	4212	KKZJGLLVHKMTCM-UHFFFAOYSA-N	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
330	4235	YHXISWVBGDMDLQ-UHFFFAOYSA-N	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
331	4236	YFGHCGITMMYXAQ-UHFFFAOYSA-N	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
332	4253	BQJCRHHNABKAKU-UHFFFAOYSA-N	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
333	4274	QCWJONLQSHEGEJ-UHFFFAOYSA-N	CCOCCP(CCOCC)CCP(CCOCC)CCOCC
334	4409	BLXXJMDCKKHMKV-UHFFFAOYSA-N	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
335	4421	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
336	4436	CNIIGCLFLJGOGP-UHFFFAOYSA-N	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
337	4440	AMKVXSZCKVJAGH-UHFFFAOYSA-N	CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
338	4449	VRBKIVRKKCLPHA-UHFFFAOYSA-N	CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
339	4450	RGPDEAGGEXEMMM-UHFFFAOYSA-N	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
340	4454	PGBHMTALBVVCIT-UHFFFAOYSA-N	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
341	4456	ALWKGYPQUAPLQC-UHFFFAOYSA-N	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
342	4463	NQDJXKOVJZTUJA-UHFFFAOYSA-N	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
343	4473	ZBBHBTPTTSWHBA-UHFFFAOYSA-O	CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
344	4485	HYIMSNHJOBLJNT-UHFFFAOYSA-N	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
345	4493	XWXYUMMDTVBTOU-UHFFFAOYSA-N	CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
346	4497	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
347	4499	VKQFCGNPDRICFG-UHFFFAOYSA-N	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
348	4506	KJONHKAYOJNZEC-UHFFFAOYSA-N	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
349	4510	SNIOPGDIGTZGOP-UHFFFAOYSA-N	C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
350	4539	OGJPXUAPXNRGGI-UHFFFAOYSA-N	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
351	4543	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
352	4583	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
353	4585	WXPNDRBBWZMPQG-UHFFFAOYSA-N	CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
354	4594	SUBDBMMJDZJVOS-UHFFFAOYSA-N	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
355	4595	FELGMEQIXOGIFQ-UHFFFAOYSA-N	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
356	4601	QVYRGXJJSLMXQH-UHFFFAOYSA-N	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
357	4609	DRMCATBEKSVAPL-UHFFFAOYSA-N	C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
358	4614	OFPXSFXSNFPTHF-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
359	4616	ADIMAYPTOBDMTL-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
360	4631	CEMAWMOMDPGJMB-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=CC=C1OCC=C)O
361	4634	XIQVNETUBQGFHX-UHFFFAOYSA-N	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
362	4649	WUBBRNOQWQTFEX-UHFFFAOYSA-N	C1=CC(=C(C=C1N)O)C(=O)O
363	4673	CEYUIFJWVHOCPP-UHFFFAOYSA-L	C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
364	4679	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
365	4680	XQYZDYMELSJDRZ-UHFFFAOYSA-N	COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
366	4695	YFKDCGWIINMRQY-UHFFFAOYSA-O	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O
367	4725	JNTOCHDNEULJHD-UHFFFAOYSA-N	C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N
368	4735	XDRYMKDFEDOLFX-UHFFFAOYSA-N	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
369	4737	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
370	4740	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
371	4746	CYXKNKQEMFBLER-UHFFFAOYSA-N	C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
372	4747	LUALIOATIOESLM-UHFFFAOYSA-N	C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
373	4748	RGCVKNLCSQQDEP-UHFFFAOYSA-N	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
374	4756	QPFYXYFORQJZEC-UHFFFAOYSA-N	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
375	4763	DDBREPKUVSBGFI-UHFFFAOYSA-N	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
376	4768	QZVCTJOXCFMACW-UHFFFAOYSA-N	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
377	4771	DHHVAGZRUROJKS-UHFFFAOYSA-N	CC(C)(CC1=CC=CC=C1)N
378	4775	OBKXEAXTFZPCHS-UHFFFAOYSA-N	C1=CC=C(C=C1)CCCC(=O)O
379	4810	WPNJAUFVNXKLIM-UHFFFAOYSA-N	CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
380	4828	JZQKKSLKJUAGIC-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
381	4829	HYAFETHFCAUJAY-UHFFFAOYSA-N	CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
382	4845	VQDBNKDJNJQRDG-UHFFFAOYSA-N	CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
383	4870	CYLWJCABXYDINA-UHFFFAOYSA-N	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
