Index	CID_stereo	InChIKey	SMILES
1009	168924	NZPIUJUFIFZSPW-UHFFFAOYSA-H	C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3]
1010	170361	JQSHBVHOMNKWFT-UHFFFAOYSA-N	C1C2CNCC1C3=CC4=NC=CN=C4C=C23
1011	171558	QRDAGKVHMGNVHB-UHFFFAOYSA-N	C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl.C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
1012	174174	RKUNBYITZUJHSG-PJPHBNEVSA-N	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
1013	175804	NDNSIBYYUOEUSV-RSAXXLAASA-N	CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl
1014	176870	AAKJLRGGTJKAMG-UHFFFAOYSA-N	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
1015	179344	QIALRBLEEWJACW-INIZCTEOSA-N	CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
1016	185457	VDPYMEBVIDZKMD-UHFFFAOYSA-N	C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O
1017	192155	ZNXXCLVUNMDLNR-UQLUPRNYSA-N	CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O.CNC[C@@H](C1=CC(=CC=C1)O)O.Cl
1018	193962	PYGWGZALEOIKDF-UHFFFAOYSA-N	CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
1019	197281	OCDAWJYGVOLXGZ-VPVMAENOSA-K	[H+].[H+].CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
1020	197712	OUJTZYPIHDYQMC-UHFFFAOYSA-N	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
1021	206527	MMIAUUPWJOPREH-NBLXOJGSSA-N	CS(=O)(=O)O.C1CNC[C@H]([C@@H]1C2=CC=CC=C2)COC3=CC4=C(C=C3)OCO4
1022	208898	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N	CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
1023	208902	YLXDSYKOBKBWJQ-LBPRGKRZSA-N	CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3
1024	208908	BCFGMOOMADDAQU-UHFFFAOYSA-N	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
1025	213039	CJBJHOAVZSMMDJ-HEXNFIEUSA-N	CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
1026	213046	PQXKDMSYBGKCJA-CVTJIBDQSA-N	C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O
1027	216210	YBSJFWOBGCMAKL-UHFFFAOYSA-N	CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N
1028	216235	PHWXUGHIIBDVKD-UHFFFAOYSA-N	CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
1029	216237	GYHCTFXIZSNGJT-UHFFFAOYSA-N	CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
1030	216239	MLDQJTXFUGDVEO-UHFFFAOYSA-N	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
1031	216258	IQWHCHZFYPIVRV-UHFFFAOYSA-I	CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+]
1032	216326	GOTYRUGSSMKFNF-UHFFFAOYSA-N	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
1033	216416	GXESHMAMLJKROZ-IAPPQJPRSA-N	C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5
1034	219024	LZPZPHGJDAGEJZ-AKAIJSEGSA-N	CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
1035	219078	VPPJLAIAVCUEMN-GFCCVEGCSA-N	CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1
1036	219090	BARDROPHSZEBKC-OITMNORJSA-N	C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F
1037	221493	BHQCQFFYRZLCQQ-OELDTZBJSA-N	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
1038	222786	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
1039	225609	SYWHXTATXSMDSB-GSLJADNHSA-N	CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
1040	241902	KDQAABAKXDWYSZ-JKDPCDLQSA-N	CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
1041	247839	GZENKSODFLBBHQ-ILSZZQPISA-N	C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
1042	259329	ADFOJJHRTBFFOF-RBRWEJTLSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
1043	259331	FRPJXPJMRWBBIH-RBRWEJTLSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
1044	358641	WZRJTRPJURQBRM-UHFFFAOYSA-N	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
1045	383413	XQEJFZYLWPSJOV-UHFFFAOYSA-N	CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O
1046	387447	GXJABQQUPOEUTA-RDJZCZTQSA-N	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
1047	392622	NCDNCNXCDXHOMX-XGKFQTDJSA-N	CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
1048	439260	SFLSHLFXELFNJZ-QMMMGPOBSA-N	C1=CC(=C(C=C1[C@H](CN)O)O)O
1049	439302	XNOPRXBHLZRZKH-DSZYJQQASA-N	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
1050	439693	FPVKHBSQESCIEP-JQCXWYLXSA-N	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O
1051	441129	CTUAQTBUVLKNDJ-OBZXMJSBSA-N	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O.O.O.O
1052	441140	DDUHZTYCFQRHIY-RBHXEPJQSA-N	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
1053	441193	IVTMXOXVAHXCHI-ZCMDIHMWSA-N	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
1054	441199	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
1055	441276	RCINICONZNJXQF-VAZQATRQSA-N	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
1056	441277	OQGYMIIFOSJQSF-DTOXXUQYSA-N	C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O.Cl
1057	441290	YXRDKMPIGHSVRX-OOJCLDBCSA-N	CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
1058	441300	MCGSCOLBFJQGHM-SCZZXKLOSA-N	C1CC1NC2=NC(=NC3=C2N=CN3[C@@H]4C[C@@H](C=C4)CO)N
1059	441313	IYNMDWMQHSMDDE-MHXJNQAMSA-N	CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CC(C)(C)N
1060	441314	IBAQFPQHRJAVAV-ULAWRXDQSA-N	C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O
1061	441335	QLIIKPVHVRXHRI-CXSFZGCWSA-N	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C
1062	441336	WOFMFGQZHJDGCX-ZULDAHANSA-N	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
1063	441350	NHTGHBARYWONDQ-JTQLQIEISA-N	C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N
1064	441383	BLSQLHNBWJLIBQ-OZXSUGGESA-N	CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
1065	441401	TYZROVQLWOKYKF-ZDUSSCGKSA-N	CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
1066	443385	UFUVLHLTWXBHGZ-MGZQPHGTSA-N	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl
1067	443872	JUKPWJGBANNWMW-VWBFHTRKSA-N	C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
1068	443878	TWHNMSJGYKMTRB-KXYUELECSA-N	CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
1069	443884	WVVSZNPYNCNODU-XTQGRXLLSA-N	C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
1070	443936	WYQPLTPSGFELIB-JTQPXKBDSA-N	CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C
1071	443943	MUQNGPZZQDCDFT-JNQJZLCISA-N	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F
1072	443953	NSYZCCDSJNWWJL-YXOIYICCSA-N	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
1073	443958	ILKJAFIWWBXGDU-MOGDOJJUSA-N	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6
1074	444006	AFZFFLVORLEPPO-DYESRHJHSA-N	CC1=C(SC=N1)C=CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C
1075	444008	WZDGZWOAQTVYBX-XOINTXKNSA-N	C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
1076	444013	HBEAOBRDTOXWRZ-UHFFFAOYSA-K	COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
1077	444025	DMKSVUSAATWOCU-HROMYWEYSA-N	CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl
1078	444030	UQAVIASOPREUIT-VQIWEWKSSA-N	C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br
1079	444036	WMWTYOKRWGGJOA-CENSZEJFSA-N	CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
1080	444412	ZNOVTXRBGFNYRX-STQMWFEESA-N	CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
1081	444795	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
1082	445226	ZCXUVYAZINUVJD-UKFBFLRUSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O
1083	445354	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
1084	445643	QJJXYPPXXYFBGM-LFZNUXCKSA-N	C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC
1085	446155	FJLGEFLZQAZZCD-MCBHFWOFSA-N	CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC=C(C=C3)F
1086	446156	SEERZIQQUAZTOL-ANMDKAQQSA-N	CC(C)C1=C(C(=C(C(=N1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
1087	446157	BPRHUIZQVSMCRT-VEUZHWNKSA-N	CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
1088	446220	ZPUCINDJVBIVPJ-LJISPDSOSA-N	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC
1089	446284	JAZBEHYOTPTENJ-JLNKQSITSA-N	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
1090	446541	HPNSFSBZBAHARI-RUDMXATFSA-N	CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC
1091	446596	MINDHVHHQZYEEK-HBBNESRFSA-N	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
1092	447043	MQTOSJVFKKJCRP-BICOPXKESA-N	CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
1093	448812	CZKPOZZJODAYPZ-LROMGURASA-N	C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
1094	449171	SHGAZHPCJJPHSC-ZVCIMWCZSA-N	CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C
1095	449193	MNDBXUUTURYVHR-UHFFFAOYSA-N	C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
1096	449677	IZOOGPBRAOKZFK-UHFFFAOYSA-I	C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
1097	449688	OEYIOHPDSNJKLS-BJUDXGSMSA-N	C[N+](C)([11CH3])CCO
1098	450096	PCZHWPSNPWAQNF-UHFFFAOYSA-N	CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Gd+3]
1099	450503	ZCXUVYAZINUVJD-AHXZWLDOSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)[18F])O)O)O
1100	451668	XAUDJQYHKZQPEU-KVQBGUIXSA-N	C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
1101	452548	NRUKOCRGYNPUPR-QBPJDGROSA-N	COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
1102	455658	BTIJJDXEELBZFS-UHFFFAOYSA-K	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C)CCC(=O)O)CCC(=O)O.[Cl-].[Fe+3]
1103	456201	XMAYWYJOQHXEEK-OZXSUGGESA-N	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
1104	460612	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
1105	464205	SGOIRFVFHAKUTI-ZCFIWIBFSA-N	C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O
1106	466146	VWFCHDSQECPREK-UHFFFAOYSA-N	C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
1107	468595	RAGOYPUPXAKGKH-XAKZXMRKSA-N	CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
1108	474409	KXSPLNAXPMVUEC-UHFFFAOYSA-N	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OC3C(OC(C3O)N4C=CC(=O)NC4=O)CO)O)O
1109	477468	PIEUQSKUWLMALL-YABMTYFHSA-N	CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O
1110	489181	NFEZZTICAUWDHU-RDTXWAMCSA-N	C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3
1111	517045	VMHLLURERBWHNL-UHFFFAOYSA-M	CC(=O)[O-].[Na+]
1112	636374	DJHCCTTVDRAMEH-DUUJBDRPSA-N	CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC
1113	636380	XEKSTYNIJLDDAZ-JASSWCPGSA-D	CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1114	638678	XNSAINXGIQZQOO-SRVKXCTJSA-N	C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
1115	644241	HHZIURLSWUIHRB-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5
1116	657180	RGLRXNKKBLIBQS-XNHQSDQCSA-N	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O
1117	657237	HBUBKKRHXORPQB-FJFJXFQQSA-N	C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F
1118	657298	KNAHARQHSZJURB-UHFFFAOYSA-N	CCCC1=CC(=O)NC(=S)N1
1119	667477	ODQWQRRAPPTVAG-GZTJUZNOSA-N	CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
1120	667490	GLVAUDGFNGKCSF-UHFFFAOYSA-N	C1=NC2=C(N1)C(=S)N=CN2
1121	688020	DNTGGZPQPQTDQF-XBXARRHUSA-N	CCN(C1=CC=CC=C1C)C(=O)/C=C/C
1122	708857	YSAUAVHXTIETRK-AATRIKPKSA-N	CN1CCCN=C1/C=C/C2=CC=CS2
1123	941650	GFBKORZTTCHDGY-UFWORHAWSA-N	CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
1124	941651	GFBKORZTTCHDGY-UWVJOHFNSA-N	CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
1125	969472	GBBSUAFBMRNDJC-INIZCTEOSA-N	CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
1126	1349907	PMRYVIKBURPHAH-UHFFFAOYSA-N	CN1C=CNC1=S
1127	1548886	MLKXDPUZXIRXEP-MFOYZWKCSA-M	CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)[O-]
1128	1548943	YKPUWZUDDOIDPM-SOFGYWHQSA-N	CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
1129	1548952	GKIRPKYJQBWNGO-OCEACIFDSA-O	CC[NH+](CC)CCOC1=CC=C(C=C1)/C(=C(\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3
1130	1548954	GKIRPKYJQBWNGO-QPLCGJKRSA-O	CC[NH+](CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3
1131	1548999	ZKLPARSLTMPFCP-OAQYLSRUSA-O	C1C[NH+](CC[NH+]1CCOCC(=O)[O-])[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl
1132	1549007	DOMXUEMWDBAQBQ-WEVVVXLNSA-O	CC(C)(C)C#C/C=C/C[NH+](C)CC1=CC=CC2=CC=CC=C21
1133	2723601	WYWHKKSPHMUBEB-UHFFFAOYSA-N	C1=NC2=C(N1)C(=S)N=C(N2)N
1134	2723876	LACQPOBCQQPVIT-XRPLAOKPSA-N	CN1C2CC(CC1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.O.O.O.Br
1135	2724354	ACTRVOBWPAIOHC-XIXRPRMCSA-N	[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S
